id,name,legal_name,entity_type,domicile,hq_country,asx_ticker,website,notes,fact_status,source_id,confidence,as_of_date
ENT_WINDC,WinDC,,industry_body,Australia,AU,,,CEO Mr Andrew Sjoquist gave evidence on 8 May 2026.,VERIFIED,SRC_INQ_T_0508,medium,2026-09-18
ENT_ZERRA_PARENT,AGP (owner of Zerra DC),,investor,Unknown - not established,,,,"Investment firm that owns Zerra DC, formerly AGP DC. Founded 2018. Claims 920 MW of secured capacity across the US, India, Japan and Australia; invested in a Mumbai data centre alongside Digital Edge; raised $127m from Tata Capital for a Navi Mumbai project. Domicile and ultimate ownership not established - the proponent of Australia's largest data centre proposal is described in secondary reporting only as 'Singapore-based'. Research gap RG-050.",REPORTED,SRC_DCD_ZERRA,medium,2026-09-18
ENT_ADW_JOHNSON,ADW Johnson Pty Ltd,,other,Australia,AU,,,"Project management firm listed as the applicant for the 540 MW Kurri Kurri Data Centre (SSD-128819490) on the former aluminium smelter site at Loxford. The intended end user is unclear. This is the third instance in this database of a consultancy or project manager being the named applicant for a large data centre, after Lehr Consultants at Glendenning Road and Willowtree Planning on the Mamre Road pre-application documents.",REPORTED,SRC_DCD_KURRI,medium,2026-09-18
ENT_MARBLYRNONG,Maribyrnong City Council,,council,Australia,AU,,,"Approved the original NEXTDC M3 permit in 2021 after receiving over 80 objections. Lodged one of only five objections to the M3 expansion, which is being determined by the Minister for Planning under the Development Facilitation Program rather than by the council.",REPORTED,SRC_GADENS_VIC,medium,2026-09-18
ENT_SNOWY,Snowy Hydro,,utility,Australia,AU,,,"Operator of the 660 MW Kurri Kurri natural gas power station, which launched in 2025 and is adjacent to the proposed 540 MW Kurri Kurri data centre at Loxford.",REPORTED,SRC_DCD_KURRI,medium,2026-09-18
ENT_WDDP,WDDP Pty Ltd,WDDP PTY LTD,developer,Unknown - not resolvable from public registers,,,,"The instructing party and proponent named on the Western Downs Digital Park Town Planning Report (Urbis, 14 August 2026, Report V4). Not returned as an exact match in an ABR name search for 'WDDP PTY', which instead returns the ZERRA WDDP entities: Zerra WDDP Manager Australia Pty Ltd (active 5 February 2025), Zerra WDDP Asset Manager Pty Ltd and Zerra WDDP Investments AU Pty Ltd (both active 10 August 2026 - four days before the report date and eight or nine days before lodgement, and neither registered for GST). The bridge between WDDP Pty Ltd and the Zerra group is therefore the ABR naming convention plus the project acronym, not a statement in the application: the words 'Zerra' and 'AGP' appear NOWHERE in the lodged document. Beneficial ownership requires a paid ASIC extract - research gap RG-052.",VERIFIED,SRC_WDDP_TPR,medium,2026-09-18
ENT_URBIS,Urbis,URBIS LTD,other,Australia,AU,,urbis.com.au,"Town planning consultancy, Level 32, 300 George Street, Brisbane. Author of the Western Downs Digital Park Town Planning Report V4 (14 August 2026) and the lodging agent for the application. The fourth consultancy identified as the named or effective front for a major Australian data centre application, after Lehr Consultants International (Glendenning Road), ADW Johnson (Kurri Kurri) and Willowtree Planning (Mamre Road).",VERIFIED,SRC_WDDP_TPR,high,2026-09-18
ENT_WAMBO,Wambo Cattle Company Pty Limited,,other,Australia,AU,,,"A.C.N. 058 718 326. Registered owner of Lot 125 on DY516, the 725.5 hectare freehold site of the Western Downs Digital Park, currently partially used for rural purposes and containing the approved Wambo Feedlot. Written consent to lodge the development application is provided at Appendix B of the Town Planning Report together with a title search.",VERIFIED,SRC_WDDP_TPR,high,2026-09-18
ENT_EQUINIX_SY10,Equinix Hyperscale 2 (SY10) Pty Limited,,developer,United States,US,,,Schedule 1 applicant for the Grand Avenue Data Centre Expansion at Rosehill (SSD-53338465). A project-specific special purpose vehicle of Equinix; the 'SY10' element matches Equinix's certified SYD10 enclave at Erskine Park naming convention. The first hyperscaler-adjacent operator resolved from a signed NSW consent in this project.,VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
ENT_EMKC,EMKC Cubed Management Pty Ltd,,developer,Unknown - not resolvable from public registers,,,,"Schedule 1 applicant for TWO consents: 51 Huntingwood Drive Data Centre (SSD-41589232, Blacktown, 632 MW installed back-up generation, 200 hours per year) and Apollo Place Data Centre (SSD-67407231, Lane Cove, 63.8 MW installed back-up against a 45 MW total power cap). A single undisclosed special purpose vehicle is therefore the consent holder for two facilities in the two corridors with the most concentrated data centre activity and community opposition in New South Wales. Neither consent names an operator or end user. Research gap RG-064.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
ENT_HDI_SYD1,HDI SYD1 Property Holdings Limited,,developer,Unknown - not resolvable from public registers,,,,"Schedule 1 applicant for the DigiCo SYD1 Data Centre Expansion (SSD-69637456, City of Sydney). A dedicated property holding company per site - a sixth distinct proponent structure type in this sample, after operating companies, consultancies, trust trustees, project SPVs and the KNBDC trust stack. 140.4 MW installed back-up generation, 2,000 tonne diesel cap, and one of only four consents carrying PUE, WUE and recycled or non-potable water provisions.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
ENT_ARUP,ARUP Pty Ltd,,other,United Kingdom,GB,,arup.com,"Schedule 1 applicant for the 43-61 Turner Road Data Centre (SSD-68013714, Camden). One of SEVEN consents in the sample whose Schedule 1 applicant is a consultancy or architectural practice rather than an operator, developer or SPV. Note the separate legal entity ARUP Australia Pty Ltd is the applicant for Project Echidna. 74 MW installed back-up generation, 200 hours per year, 2,000 tonne diesel cap, one of only two consents referencing a Tier standard.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
ENT_MACQUARIE_DC,Macquarie Data Centres Pty Ltd,,colocation_operator,Australia,AU,,,"Schedule 1 applicant for the Talavera Road Data Centre Campus Expansion (SSD-24299707, City of Ryde). The operating entity within Macquarie Technology Group (ASX: MAQ). 200 hours per year and a 2,000 tonne diesel cap; no renewable, PUE or WUE provision in the consent.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
ENT_NINEZERO,The Trustee for NineZero DC Sub Trust I,,developer,Unknown - not resolvable from public registers,,,,"Schedule 1 applicant for the DCI Poplars Data Centre Project (Queanbeyan-Palerang Regional). The 'Sub Trust I' formulation implies a trust series holding multiple sites in separate bankruptcy-remote vehicles. The 'NineZero' element suggests a net-zero branding position, which is worth testing against a consent that contains no renewable procurement condition at all. Research gap RG-059.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
ENT_BCA,Business Council of Australia,,industry_body,Australia,AU,,bca.com.au,"Peak body describing itself as 'the nation's pre-eminent voice for business' and representing 'Australia's largest employers'. More than 120 member chief executives. The board as published comprises the CEOs of Telstra, Commonwealth Bank, Wesfarmers, Google Australia and New Zealand and BHP Australia, the chairman of Gilbert + Tobin, the founder and CEO of AirTrunk, plus BCA President Geoff Culbert and Chief Executive Bran Black. Members include Amazon, Apple, Google, AirTrunk, AGL Energy, Ampol, ANZ, APA Group, Atlassian, Accenture, ASX, ATCO, Allens and Ashurst Perkins Coie. Executive Director Policy Wendy Black gave evidence to the NSW Legislative Council data centres inquiry on 29 May 2026. Not a lobby of data centre operators specifically: it is the general peak body for large Australian employers, which is what makes a data centre operator's board seat consequential.",VERIFIED,SRC_BCA_ABOUT,high,2026-09-18
ENT_KHUDA,Robin Khuda,,other,Australia,AU,,,"Founder and Chief Executive Officer of AirTrunk, retained in the role after Blackstone's A$24bn acquisition completed on 23 December 2024. Appointed to the Board of the Business Council of Australia alongside Telstra CEO Vicki Brady, announced 27 June 2025. BCA President Geoff Culbert said his 'track record as an entrepreneur in hyperscale data centres is second to none and significantly strengthens our Board's existing expertise in innovation and the digital economy'. Also a public advocate for the sector: reported as saying Australia could become a data centre capital of the world, and quoted in BBC coverage of the sector.",VERIFIED,SRC_AIRTRUNK_BCA,high,2026-09-18
ENT_BCA_PRES,Geoff Culbert,,other,Australia,AU,,,President of the Business Council of Australia.,VERIFIED,SRC_BCA_ABOUT,high,2026-09-18
ENT_BCA_CE,Bran Black,,other,Australia,AU,,,Chief Executive of the Business Council of Australia. Quoted on 15 July 2026 'sounding a note of caution given the global competition to attract investment' in response to the Commonwealth's grid mandate for data centres.,REPORTED,SRC_AFR_BCA,medium,2026-09-18
ENT_WENDY_BLACK,Wendy Black (Business Council of Australia),,other,Australia,AU,,,"Executive Director Policy, Business Council of Australia. Gave evidence to the NSW Legislative Council Inquiry into Data Centres on 29 May 2026, in the same session as Endeavour Energy, Ausgrid, the Clean Energy Council, the UNSW AI Institute, the Australian Information Industry Association, Sydmec and Sweltering Cities.",VERIFIED,SRC_INQ_T_0529,high,2026-09-18
ENT_TCS,Tata Consultancy Services Limited,"TATA Consultancy Services LTd (Australian branch, ABN 28 109 981 777)",vendor,India,IN,,tcs.com,"Systems integrator and consultancy. BSE 532540 / NSE TCS. Over 590,000 employees across 55 countries and 202 service delivery centers; consolidated revenues over US$30bn for the financial year ended 31 March 2025. Australian operations at 76 Berry Street, North Sydney NSW 2060, registered ABN 28109981777 / ACN 109981777, and flagged 'NSW-based business' on the NSW procurement portal, where it self-identifies as supplying IT consultants, cloud products and support, end user computing, infrastructure and network, MANAGED AND OUTSOURCED SERVICES, software licensing and support, solution design and development, and telecommunications (supplier profile 75727, last updated 29 June 2021). Title partner of the TCS Sydney Marathon. RELEVANCE TO THIS OBSERVATORY IS THREEFOLD AND UNUSUAL. (1) It is a member of the Business Council of Australia - the same peak body whose board carries AirTrunk's founder and which made Submission No 116 to the NSW data centre inquiry. (2) It holds a substantial portfolio of Australian taxpayer-funded IT contracts, including to agencies that are themselves actors in this database (Melbourne Water). (3) From 20 November 2025 it is a DATA CENTRE OPERATOR in its own right through HyperVault, a JV with TPG targeting more than a GW of liquid-cooled AI capacity for hyperscalers - so it sits on both sides of the sector it is politically represented in. The HyperVault build is India-scoped; no Australian facility is announced (RG-076).",VERIFIED,SRC_BUYNsw_CAN100812,high,2026-09-18
ENT_TCS_HYPERVAULT,HyperVault (TCS AI data centre business),,developer,India,IN,,,"TCS's AI data centre business, announced as a strategic partnership with TPG on 20 November 2025. Target: AI data centres with capacity in excess of a GW, purpose-built and liquid-cooled, with high rack densities, serving hyperscalers, AI companies, private enterprises and the public sector. Combined commitment up to Rs 18,000 crore (about US$2.1bn) over the next few years, funded by equity from TCS and TPG plus debt; TPG to invest up to Rs 8,820 crore for a final shareholding between 27.5% and 49%, leaving TCS with the majority. TPG's participation runs through TPG Rise Climate and its Global South Initiative (launched in partnership with ALTÉRRA) and through TPG's Asia Real Estate business. Subject to conditions precedent and statutory approvals as at announcement. Chairman N. Chandrasekaran frames it as building 'large GW-scale AI data centers in India' and as a step towards making TCS 'the largest AI-led technology services company'. Recorded in this database because it establishes that a BCA member holding Australian government IT contracts is also now a hyperscale data centre developer - a convergence the sector's own peak-body submissions do not disclose. AUSTRALIAN FOOTPRINT: NONE ANNOUNCED.",VERIFIED,SRC_TCS_HYPERVAULT,high,2026-09-18
ENT_TPG,TPG (TPG Capital / TPG Rise Climate),,pe_firm,United States,US,,tpg.com,"Global alternative asset manager. Investing up to Rs 8,820 crore in TCS's HyperVault for a final stake of 27.5-49%, through TPG Rise Climate and its Global South Initiative (a strategy launched in partnership with ALTÉRRA) and through TPG's Asia Real Estate business. Jim Coulter is Executive Chairman of TPG and a Managing Partner of TPG Rise Climate. TPG describes data centers as 'a multifaceted asset class' sitting 'at the intersection of green energy infrastructure, technology and real estate'. RECORDED FOR TWO REASONS. First, it is the capital behind a new entrant to the hyperscale data centre market. Second, TPG Capital appears on the Business Council of Australia's membership list alongside Tata Consultancy Services - so investor and investee are both members of the same Australian peak body. That is the same structural pattern the Observatory already records for Blackstone/CPP and AirTrunk: private capital and its portfolio company inside one room, in a body that submits to parliamentary inquiries about the sector they are building.",VERIFIED,SRC_TCS_HYPERVAULT,high,2026-09-18
ENT_CUNDALL,Cundall Johnston and Partners Pty Ltd,,other,,AU,,,"Engineering consultancy (building services, sustainability, acoustics). Named as the SCHEDULE 1 APPLICANT on two NSW data centre consents: the Davis Road Data Centre (SSD-59416728) and the Davis Road Data Centre Mod 1 tree removal correction. An attachment on the Davis Road project is titled 'bcs-advice-davis-road-data-centre-cundall', indicating Cundall also authored technical advice on the same project it is the named applicant for. This is the clearest instance in the sample of a consultancy being the consent holder of record rather than the operator. Typed 'other' pending a schema change to add a 'consultancy' entity_type (RG-081).",VERIFIED,SRC_CONSENT_APPLICANTS,high,2026-09-18
ENT_AURECON,Aurecon,,other,,AU,,,"Engineering and advisory firm. Named in an attachment filename on the Mamre Road Data Centre Campus - the largest project in the NSW register at 321 archived attachments - as the author of 'appendix-d5-plant-and-equipment-systems-report-aurecon'. That appendix is the one that would specify cooling plant and back-up generation, i.e. the two things the NSW Data Centre Guidelines of 17 August 2026 regulate most tightly through dPUE and dWUE bands, recycled-water requirements and generator hour caps. Evidence tier: filename only (RG-073).",REPORTED,SRC_ATTACHMENT_CONSULTANTS,medium,2026-09-18
ENT_WSP,WSP,,other,,AU,,,Global engineering consultancy. Appears once in the attachment index as 'wsp-letter' on the Dicker data warehouse and distribution centre project. Low evidentiary weight; recorded so the firm is in the database for future cross-referencing against the regulator-contract question in RG-074. Evidence tier: filename only (RG-073).,REPORTED,SRC_ATTACHMENT_CONSULTANTS,low,2026-09-18
ENT_RENZO_TONIN,Renzo Tonin Acoustics,,other,,AU,,,"Acoustic consultancy. Named in the attachment filename 'appendix-3-renzo-tonin-response-acoustic-queries-22' on the Talavera Road Data Centre mod 1 expansion - a Macquarie Data Centres campus. Recorded because acoustic evidence is the single most common technical discipline in the NSW data centre record (181 acoustic and noise attachments across 17 projects) and is the evidence base for the amenity conditions the Observatory tracks in Pillar D, yet almost none of its authors are identifiable from the public index. Evidence tier: filename only (RG-073).",REPORTED,SRC_ATTACHMENT_CONSULTANTS,medium,2026-09-18
ENT_PEER_REVIEW_UNKNOWN,Independent acoustic peer reviewer (identity not established),,other,,,,,"PLACEHOLDER ENTITY, deliberately named as unknown. Three NSW data centre projects carry an identifiable independent peer review of their acoustic evidence - DigiCo SYD1 expansion ('a14-acoustic-peer-review-15'), Lane Cove West mod 3 ('peer-review-acoustic-assessment-25') and 51 Huntingwood Drive mod 1 ('appendix-b4-acoustic-review-statement-47' and '-48') - but the reviewing firm is not named in any filename. This entity exists so those three peer reviews can be recorded as consultant_role rows with fact_status GAP rather than dropped. Establishing who performs peer review, and whether any firm reviews its own work, is RG-075.",GAP,SRC_ATTACHMENT_CONSULTANTS,low,2026-09-18
ENT_GOVMARKET,GovMarket (govmarket.com.au),,other,,AU,,govmarket.com.au,"Commercial procurement intelligence aggregator and the ACTUAL PROVENANCE of the TCS figures supplied to this project. Scrapes AusTender, all state portals and TenderLink; claims 1.3 million historical contracts; subscription $49.99/month solo, $199/month team. Publishes AI-generated supplier summaries explicitly labelled 'AI summary - inferred from awarded contracts'. Recorded as an entity because it is a source in the verification chain and its method has a measurable defect: it consolidates 14 name variants into one master supplier but does NOT de-duplicate the same contract when two portals publish it, which inflates portfolio totals and contract counts. Any figure cited from GovMarket in public debate should be traced to a portal notice before use. The Observatory's own rule is that aggregator output is REPORTED at credibility C and never VERIFIED.",VERIFIED,SRC_GOVMARKET_TCS,high,2026-09-18
ENT_TFNSW,Transport for NSW,,government_agency,,AU,,,"NSW State government transport agency. The single largest buyer in the tracked TCS portfolio: $278.9M across 15 records per GovMarket, of which $118.3M is ONE contract - the Transport Equipment Centre of Excellence, directly negotiated, effective 29 March 2018 to 30 June 2027. Contract disclosure contact tss.contractdisclosures@transport.nsw.gov.au; address L4/36-46 George Street, Burwood NSW 2134. Relevant to this Observatory as the largest single instance of an NSW agency holding a long-duration sole-sourced technology operation contract, which is the pattern the consultancy layer exists to make visible.",VERIFIED,SRC_BUYNsw_CAN100812,high,2026-09-18
ENT_RBA,Reserve Bank of Australia,,government_agency,,AU,,,"Australia's central bank. Second largest buyer in the tracked TCS portfolio at $39.9M across 4 contracts, including CoreMod System Integration for Application Migrations ($14M, published 30 July 2025) and Professional Services for Cloud Build Capability ($2M, 1 June 2025, flagged as expiring within two months of the aggregator snapshot). Relevant to the Observatory because CoreMod is a legacy modernisation and cloud migration programme at the central bank - i.e. demand-side compute and cloud footprint - and because the RBA is a Commonwealth agency whose own infrastructure decisions bear on national compute capacity.",REPORTED,SRC_GOVMARKET_TCS,medium,2026-09-18
ENT_MELB_WATER,Melbourne Water,,utility,,AU,,,"Victorian statutory water authority - the metropolitan water and drainage authority for Melbourne, and the relevant recycled-water and stormwater authority for data centre sites in that market. In the tracked TCS portfolio it is the most CONTRACT-FRAGMENTED buyer: $5.3M across 27 separate contracts, the highest contract count of any buyer at an average of about $196k each, covering Citrix upgrades, SolarWinds implementation and support, Microsoft 365 OneDrive and SharePoint Level 2 infrastructure support, disaster recovery infrastructure build phase 2, GIS consulting, cyber security project management, network zone model refinement, and end-of-life hardware replacement. Doubly relevant here. Melbourne Water is BOTH a TCS client and a water authority whose counterparts are central to this Observatory's water findings: the NSW Data Centre Guidelines of 17 August 2026 require 100% recycled water for water-intensive cooling, and the BCA's Submission No 116 claims recycled water already supplies 55% of AirTrunk's total water use - a claim the Observatory could not verify and logged as RG-068. Whether any TCS engagement at Melbourne Water touches recycled-water supply planning for data centres is open (RG-080).",REPORTED,SRC_GOVMARKET_TCS,medium,2026-09-18
ENT_ICARE,Insurance and Care NSW (icare),,government_agency,,AU,,,"NSW workers compensation and insurance scheme. Third largest buyer in the tracked TCS portfolio at $8.5M across 2 contracts. The individual contracts sit behind the aggregator paywall, so their scope is unknown - recorded as a GAP rather than described.",REPORTED,SRC_GOVMARKET_TCS,medium,2026-09-18
ENT_NSW_DCS,Department of Customer Service (NSW),,government_agency,,AU,,,"NSW Department of Customer Service, which runs Government Shared Services. Fourth largest buyer in the tracked TCS portfolio at $6.6M across 3 contracts, including 'Office 365 Environment Setup for MoG GSS' ($189k, published 5 May 2025). NOTE A DISCREPANCY: the aggregator attributes the O365 contract to the NSW Department of Customer Service, but the contract title 'MoG GSS' (Machinery of Government, Government Shared Services) and its publication pattern are consistent with a Commonwealth award, and it was supplied to this project as 'NSW Department of Customer Service'. The portal of record was not resolved this session; the attribution is carried as REPORTED at low confidence and flagged for RG-072.",REPORTED,SRC_GOVMARKET_TCS,low,2026-09-18
ENT_AIIA_FORUM,Australia-India CEO Forum,,industry_body,,AU,,,"Bilateral government-convened business forum. TCS is a member. The Forum's Director is Jodi McKay, who is also Australia's Senior Trade and Investment Commissioner for South Asia (Austrade, Mumbai) and a former NSW Leader of the Opposition and Cabinet Minister. The Australia India Women's Leadership Forum 'will be co-chaired by Tata Consultancy Services' per a Forum release. Recorded as an access channel distinct from the BCA: a bilateral trade body in which a firm holding Australian government IT contracts is a member and a co-chair, alongside a serving Commonwealth trade commissioner.",REPORTED,SRC_AUSTRADE_MCKAY,medium,2026-09-18
